Pokedex Number,Pokemon Name,Alternate Form Name,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Primary Egg Group,Secondary Egg Group,Egg Cycle Count
642,Thundurus,NULL,Sub-Legendary,1.5,61.0,Electric,Flying,100.0,0.0,90,Black,79,115,70,125,80,111,580,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
642,Thundurus,Therian,Sub-Legendary,3.0,61.0,Electric,Flying,100.0,0.0,90,Black 2,79,105,70,145,80,101,580,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
643,Reshiram,NULL,Legendary,3.2,330.0,Dragon,Fire,0.0,0.0,0,Black,100,120,100,150,120,90,680,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
644,Zekrom,NULL,Legendary,2.9,345.0,Dragon,Electric,0.0,0.0,0,Black,100,150,120,120,100,90,680,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
645,Landorus,NULL,Sub-Legendary,1.5,68.0,Ground,Flying,100.0,0.0,90,Black,89,125,90,115,80,101,600,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
645,Landorus,Therian,Sub-Legendary,1.3,68.0,Ground,Flying,100.0,0.0,90,Black 2,89,145,90,105,80,91,600,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
646,Kyurem,NULL,Legendary,3.0,325.0,Dragon,Ice,0.0,0.0,0,Black,125,130,90,130,90,95,660,1,1,0,1,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
646,Kyurem,White,Legendary,3.6,325.0,Dragon,Ice,0.0,0.0,0,Black 2,125,120,90,170,100,95,700,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
646,Kyurem,Black,Legendary,3.3,325.0,Dragon,Ice,0.0,0.0,0,Black 2,125,170,100,120,90,95,700,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
647,Keldeo,NULL,Mythical,1.4,48.5,Water,Fighting,0.0,0.0,35,Black,91,72,90,129,90,108,580,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,80
647,Keldeo,Resolute,Mythical,1.4,48.5,Water,Fighting,0.0,0.0,35,Black,91,72,90,129,90,108,580,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,80
648,Meloetta,NULL,Mythical,0.6,6.5,Normal,Psychic,0.0,0.0,100,Black,100,77,77,128,128,90,600,0,0,0,1,1,1,3,3,Slow,1250000,No Eggs Discovered,NULL,120
648,Meloetta,Pirouette,Mythical,0.6,6.5,Normal,Fighting,0.0,0.0,100,Black,100,128,90,77,77,128,600,0,1,1,0,0,1,3,3,Slow,1250000,No Eggs Discovered,NULL,120
649,Genesect,NULL,Mythical,1.5,82.5,Bug,Steel,0.0,0.0,0,Black,71,120,95,120,95,99,600,0,1,0,1,0,1,3,3,Slow,1250000,No Eggs Discovered,NULL,120
650,Chespin,NULL,NULL,0.4,9.0,Grass,NULL,87.5,12.5,50,X,56,61,65,48,45,38,313,0,0,1,0,0,0,1,45,Medium Slow,1059860,Field,NULL,20
651,Quilladin,NULL,NULL,0.7,29.0,Grass,NULL,87.5,12.5,50,X,61,78,95,56,58,57,405,0,0,2,0,0,0,2,45,Medium Slow,1059860,Field,NULL,20
652,Chesnaught,NULL,NULL,1.6,90.0,Grass,Fighting,87.5,12.5,50,X,88,107,122,74,75,64,530,0,0,3,0,0,0,3,45,Medium Slow,1059860,Field,NULL,20
653,Fennekin,NULL,NULL,0.4,9.4,Fire,NULL,87.5,12.5,50,X,40,45,40,62,60,60,307,0,0,0,1,0,0,1,45,Medium Slow,1059860,Field,NULL,20
654,Braixen,NULL,NULL,1.0,14.5,Fire,NULL,87.5,12.5,50,X,59,59,58,90,70,73,409,0,0,0,2,0,0,2,45,Medium Slow,1059860,Field,NULL,20
655,Delphox,NULL,NULL,1.5,39.0,Fire,Psychic,87.5,12.5,50,X,75,69,72,114,100,104,534,0,0,0,3,0,0,3,45,Medium Slow,1059860,Field,NULL,20
656,Froakie,NULL,NULL,0.3,7.0,Water,NULL,87.5,12.5,50,X,41,56,40,62,44,71,314,0,0,0,0,0,1,1,45,Medium Slow,1059860,Water 1,NULL,20
657,Frogadier,NULL,NULL,0.6,10.9,Water,NULL,87.5,12.5,50,X,54,63,52,83,56,97,405,0,0,0,0,0,2,2,45,Medium Slow,1059860,Water 1,NULL,20
658,Greninja,NULL,NULL,1.5,40.0,Water,Dark,87.5,12.5,50,X,72,95,67,103,71,122,530,0,0,0,0,0,3,3,45,Medium Slow,1059860,Water 1,NULL,20
658,Greninja,Ash,NULL,1.5,40.0,Water,Dark,100.0,0.0,70,Sun,72,145,67,153,71,132,640,0,0,0,0,0,3,3,45,Medium Slow,1059860,No Eggs Discovered,NULL,20
659,Bunnelby,NULL,NULL,0.4,5.0,Normal,NULL,50.0,50.0,50,X,38,36,38,32,36,57,237,0,0,0,0,0,1,1,255,Medium Fast,1000000,Field,NULL,15
660,Diggersby,NULL,NULL,1.0,42.4,Normal,Ground,50.0,50.0,50,X,85,56,77,50,77,78,423,2,0,0,0,0,0,2,127,Medium Fast,1000000,Field,NULL,15
661,Fletchling,NULL,NULL,0.3,1.7,Normal,Flying,50.0,50.0,50,X,45,50,43,40,38,62,278,0,0,0,0,0,1,1,255,Medium Slow,1059860,Flying,NULL,15
662,Fletchinder,NULL,NULL,0.7,16.0,Fire,Flying,50.0,50.0,50,X,62,73,55,56,52,84,382,0,0,0,0,0,2,2,120,Medium Slow,1059860,Flying,NULL,15
663,Talonflame,NULL,NULL,1.2,24.5,Fire,Flying,50.0,50.0,50,X,78,81,71,74,69,126,499,0,0,0,0,0,3,3,45,Medium Slow,1059860,Flying,NULL,15
664,Scatterbug,NULL,NULL,0.3,2.5,Bug,NULL,50.0,50.0,50,X,38,35,40,27,25,35,200,0,0,1,0,0,0,1,255,Medium Fast,1000000,Bug,NULL,15
665,Spewpa,NULL,NULL,0.3,8.4,Bug,NULL,50.0,50.0,50,X,45,22,60,27,30,29,213,0,0,2,0,0,0,2,120,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,NULL,NULL,1.2,17.0,Bug,Flying,50.0,50.0,50,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,Polar Pattern,NULL,1.2,17.0,Bug,Flying,50.0,50.0,70,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,Tundra Pattern,NULL,1.2,17.0,Bug,Flying,50.0,50.0,70,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,Continental Pattern,NULL,1.2,17.0,Bug,Flying,50.0,50.0,70,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,Garden Pattern,NULL,1.2,17.0,Bug,Flying,50.0,50.0,70,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,Elegant Pattern,NULL,1.2,17.0,Bug,Flying,50.0,50.0,70,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,Icy Snow Pattern,NULL,1.2,17.0,Bug,Flying,50.0,50.0,70,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,Modern Pattern,NULL,1.2,17.0,Bug,Flying,50.0,50.0,70,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,Marine Pattern,NULL,1.2,17.0,Bug,Flying,50.0,50.0,70,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,Archipelago Pattern,NULL,1.2,17.0,Bug,Flying,50.0,50.0,70,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,High Plains Pattern,NULL,1.2,17.0,Bug,Flying,50.0,50.0,70,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,Sandstorm Pattern,NULL,1.2,17.0,Bug,Flying,50.0,50.0,70,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,River Pattern,NULL,1.2,17.0,Bug,Flying,50.0,50.0,70,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,Monsoon Pattern,NULL,1.2,17.0,Bug,Flying,50.0,50.0,70,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,Savanna Pattern,NULL,1.2,17.0,Bug,Flying,50.0,50.0,70,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,Sun Pattern,NULL,1.2,17.0,Bug,Flying,50.0,50.0,70,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,Ocean Pattern,NULL,1.2,17.0,Bug,Flying,50.0,50.0,70,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,Jungle Pattern,NULL,1.2,17.0,Bug,Flying,50.0,50.0,70,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,Fancy Pattern,NULL,1.2,17.0,Bug,Flying,50.0,50.0,70,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
666,Vivillon,Poké Ball Pattern,NULL,1.2,17.0,Bug,Flying,50.0,50.0,70,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,Medium Fast,1000000,Bug,NULL,15
667,Litleo,NULL,NULL,0.6,13.5,Fire,Normal,12.5,87.5,50,X,62,50,58,73,54,72,369,0,0,0,1,0,0,1,220,Medium Slow,1059860,Field,NULL,20
668,Pyroar,NULL,NULL,1.5,81.5,Fire,Normal,12.5,87.5,50,X,86,68,72,109,66,106,507,0,0,0,2,0,0,2,65,Medium Slow,1059860,Field,NULL,20
669,Flabébé,NULL,NULL,0.1,0.1,Fairy,NULL,0.0,100.0,50,X,44,38,39,61,79,42,303,0,0,0,0,1,0,1,225,Medium Fast,1000000,Fairy,NULL,20
669,Flabébé,Yellow Flower,NULL,0.1,0.1,Fairy,NULL,0.0,100.0,50,X,44,38,39,61,79,42,303,0,0,0,0,1,0,1,225,Medium Fast,1000000,Fairy,NULL,20
669,Flabébé,Orange Flower,NULL,0.1,0.1,Fairy,NULL,0.0,100.0,50,X,44,38,39,61,79,42,303,0,0,0,0,1,0,1,225,Medium Fast,1000000,Fairy,NULL,20
669,Flabébé,Blue Flower,NULL,0.1,0.1,Fairy,NULL,0.0,100.0,50,X,44,38,39,61,79,42,303,0,0,0,0,1,0,1,225,Medium Fast,1000000,Fairy,NULL,20
669,Flabébé,White Flower,NULL,0.1,0.1,Fairy,NULL,0.0,100.0,50,X,44,38,39,61,79,42,303,0,0,0,0,1,0,1,225,Medium Fast,1000000,Fairy,NULL,20
670,Floette,NULL,NULL,0.2,0.9,Fairy,NULL,0.0,100.0,50,X,54,45,47,75,98,52,371,0,0,0,0,2,0,2,120,Medium Fast,1000000,Fairy,NULL,20
670,Floette,Yellow Flower,NULL,0.2,0.9,Fairy,NULL,0.0,100.0,50,X,54,45,47,75,98,52,371,0,0,0,0,2,0,2,120,Medium Fast,1000000,Fairy,NULL,20
670,Floette,Orange Flower,NULL,0.2,0.9,Fairy,NULL,0.0,100.0,50,X,54,45,47,75,98,52,371,0,0,0,0,2,0,2,120,Medium Fast,1000000,Fairy,NULL,20
670,Floette,Blue Flower,NULL,0.2,0.9,Fairy,NULL,0.0,100.0,50,X,54,45,47,75,98,52,371,0,0,0,0,2,0,2,120,Medium Fast,1000000,Fairy,NULL,20
670,Floette,White Flower,NULL,0.2,0.9,Fairy,NULL,0.0,100.0,50,X,54,45,47,75,98,52,371,0,0,0,0,2,0,2,120,Medium Fast,1000000,Fairy,NULL,20
671,Florges,NULL,NULL,1.1,10.0,Fairy,NULL,0.0,100.0,50,X,78,65,68,112,154,75,552,0,0,0,0,3,0,3,45,Medium Fast,1000000,Fairy,NULL,20
671,Florges,Yellow Flower,NULL,1.1,10.0,Fairy,NULL,0.0,100.0,50,X,78,65,68,112,154,75,552,0,0,0,0,3,0,3,45,Medium Fast,1000000,Fairy,NULL,20
671,Florges,Orange Flower,NULL,1.1,10.0,Fairy,NULL,0.0,100.0,50,X,78,65,68,112,154,75,552,0,0,0,0,3,0,3,45,Medium Fast,1000000,Fairy,NULL,20
671,Florges,Blue Flower,NULL,1.1,10.0,Fairy,NULL,0.0,100.0,50,X,78,65,68,112,154,75,552,0,0,0,0,3,0,3,45,Medium Fast,1000000,Fairy,NULL,20
671,Florges,White Flower,NULL,1.1,10.0,Fairy,NULL,0.0,100.0,50,X,78,65,68,112,154,75,552,0,0,0,0,3,0,3,45,Medium Fast,1000000,Fairy,NULL,20
672,Skiddo,NULL,NULL,0.9,31.0,Grass,NULL,50.0,50.0,50,X,66,65,48,62,57,52,350,1,0,0,0,0,0,1,200,Medium Fast,1000000,Field,NULL,20
673,Gogoat,NULL,NULL,1.7,91.0,Grass,NULL,50.0,50.0,50,X,123,100,62,97,81,68,531,2,0,0,0,0,0,2,45,Medium Fast,1000000,Field,NULL,20
674,Pancham,NULL,NULL,0.6,8.0,Fighting,NULL,50.0,50.0,50,X,67,82,62,46,48,43,348,0,1,0,0,0,0,1,220,Medium Fast,1000000,Field,Human-Like,25
675,Pangoro,NULL,NULL,2.1,136.0,Fighting,Dark,50.0,50.0,50,X,95,124,78,69,71,58,495,0,2,0,0,0,0,2,65,Medium Fast,1000000,Field,Human-Like,25
676,Furfrou,NULL,NULL,1.2,28.0,Normal,NULL,50.0,50.0,70,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,Medium Fast,1000000,Field,NULL,20
676,Furfrou,Heart Trim,NULL,1.2,28.0,Normal,NULL,50.0,50.0,70,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,Medium Fast,1000000,Field,NULL,20
676,Furfrou,Star Trim,NULL,1.2,28.0,Normal,NULL,50.0,50.0,70,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,Medium Fast,1000000,Field,NULL,20
676,Furfrou,Diamond Trim,NULL,1.2,28.0,Normal,NULL,50.0,50.0,70,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,Medium Fast,1000000,Field,NULL,20
676,Furfrou,Debutante Trim,NULL,1.2,28.0,Normal,NULL,50.0,50.0,70,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,Medium Fast,1000000,Field,NULL,20
676,Furfrou,Matron Trim,NULL,1.2,28.0,Normal,NULL,50.0,50.0,70,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,Medium Fast,1000000,Field,NULL,20
676,Furfrou,Dandy Trim,NULL,1.2,28.0,Normal,NULL,50.0,50.0,70,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,Medium Fast,1000000,Field,NULL,20
676,Furfrou,La Reine Trim,NULL,1.2,28.0,Normal,NULL,50.0,50.0,70,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,Medium Fast,1000000,Field,NULL,20
676,Furfrou,Kabuki Trim,NULL,1.2,28.0,Normal,NULL,50.0,50.0,70,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,Medium Fast,1000000,Field,NULL,20
676,Furfrou,Pharaoh Trim,NULL,1.2,28.0,Normal,NULL,50.0,50.0,70,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,Medium Fast,1000000,Field,NULL,20
677,Espurr,NULL,NULL,0.3,3.5,Psychic,NULL,50.0,50.0,50,X,62,48,54,63,60,68,355,0,0,0,0,0,1,1,190,Medium Fast,1000000,Field,NULL,20
678,Meowstic,NULL,NULL,0.6,8.5,Psychic,NULL,100.0,0.0,50,X,74,48,76,83,81,104,466,0,0,0,0,0,2,2,75,Medium Fast,1000000,Field,NULL,20
678,Meowstic,Female,NULL,0.6,8.5,Psychic,NULL,0.0,100.0,50,X,74,48,76,83,81,104,466,0,0,0,0,0,2,2,75,Medium Fast,1000000,Field,NULL,20
679,Honedge,NULL,NULL,0.8,2.0,Steel,Ghost,50.0,50.0,50,X,45,80,100,35,37,28,325,0,0,1,0,0,0,1,180,Medium Fast,1000000,Mineral,NULL,20
680,Doublade,NULL,NULL,0.8,4.5,Steel,Ghost,50.0,50.0,50,X,59,110,150,45,49,35,448,0,0,2,0,0,0,2,90,Medium Fast,1000000,Mineral,NULL,20
681,Aegislash,NULL,NULL,1.7,53.0,Steel,Ghost,50.0,50.0,50,X,60,50,140,50,140,60,500,0,0,2,0,1,0,3,45,Medium Fast,1000000,Mineral,NULL,20
681,Aegislash,Blade,NULL,1.7,53.0,Steel,Ghost,50.0,50.0,50,X,60,140,50,140,50,60,500,0,2,0,1,0,0,3,45,Medium Fast,1000000,Mineral,NULL,20
682,Spritzee,NULL,NULL,0.2,0.5,Fairy,NULL,50.0,50.0,50,X,78,52,60,63,65,23,341,1,0,0,0,0,0,1,200,Medium Fast,1000000,Fairy,NULL,20
683,Aromatisse,NULL,NULL,0.8,15.5,Fairy,NULL,50.0,50.0,50,X,101,72,72,99,89,29,462,2,0,0,0,0,0,2,140,Medium Fast,1000000,Fairy,NULL,20
684,Swirlix,NULL,NULL,0.4,3.5,Fairy,NULL,50.0,50.0,50,X,62,48,66,59,57,49,341,0,0,1,0,0,0,1,200,Medium Fast,1000000,Fairy,NULL,20
685,Slurpuff,NULL,NULL,0.8,5.0,Fairy,NULL,50.0,50.0,50,X,82,80,86,85,75,72,480,0,0,2,0,0,0,2,140,Medium Fast,1000000,Fairy,NULL,20
686,Inkay,NULL,NULL,0.4,3.5,Dark,Psychic,50.0,50.0,50,X,53,54,53,37,46,45,288,0,1,0,0,0,0,1,190,Medium Fast,1000000,Water 1,Water 2,20
687,Malamar,NULL,NULL,1.5,47.0,Dark,Psychic,50.0,50.0,50,X,86,92,88,68,75,73,482,0,2,0,0,0,0,2,80,Medium Fast,1000000,Water 1,Water 2,20
688,Binacle,NULL,NULL,0.5,31.0,Rock,Water,50.0,50.0,50,X,42,52,67,39,56,50,306,0,1,0,0,0,0,1,120,Medium Fast,1000000,Water 3,NULL,20
689,Barbaracle,NULL,NULL,1.3,96.0,Rock,Water,50.0,50.0,50,X,72,105,115,54,86,68,500,0,2,0,0,0,0,2,45,Medium Fast,1000000,Water 3,NULL,20
690,Skrelp,NULL,NULL,0.5,7.3,Poison,Water,50.0,50.0,50,X,50,60,60,60,60,30,320,0,0,0,0,1,0,1,225,Medium Fast,1000000,Water 1,Dragon,20
691,Dragalge,NULL,NULL,1.8,81.5,Poison,Dragon,50.0,50.0,50,X,65,75,90,97,123,44,494,0,0,0,0,2,0,2,55,Medium Fast,1000000,Water 1,Dragon,20
692,Clauncher,NULL,NULL,0.5,8.3,Water,NULL,50.0,50.0,50,X,50,53,62,58,63,44,330,0,0,0,1,0,0,1,225,Slow,1250000,Water 1,Water 3,15
693,Clawitzer,NULL,NULL,1.3,35.3,Water,NULL,50.0,50.0,50,X,71,73,88,120,89,59,500,0,0,0,2,0,0,2,55,Slow,1250000,Water 1,Water 3,15
694,Helioptile,NULL,NULL,0.5,6.0,Electric,Normal,50.0,50.0,50,X,44,38,33,61,43,70,289,0,0,0,0,0,1,1,190,Medium Fast,1000000,Monster,Dragon,20
695,Heliolisk,NULL,NULL,1.0,21.0,Electric,Normal,50.0,50.0,50,X,62,55,52,109,94,109,481,0,0,0,1,0,1,2,75,Medium Fast,1000000,Monster,Dragon,20
696,Tyrunt,NULL,NULL,0.8,26.0,Rock,Dragon,87.5,12.5,50,X,58,89,77,45,45,48,362,0,1,0,0,0,0,1,45,Medium Fast,1000000,Monster,Dragon,30
697,Tyrantrum,NULL,NULL,2.5,270.0,Rock,Dragon,87.5,12.5,50,X,82,121,119,69,59,71,521,0,2,0,0,0,0,2,45,Medium Fast,1000000,Monster,Dragon,30
698,Amaura,NULL,NULL,1.3,25.2,Rock,Ice,87.5,12.5,50,X,77,59,50,67,63,46,362,1,0,0,0,0,0,1,45,Medium Fast,1000000,Monster,NULL,30
699,Aurorus,NULL,NULL,2.7,225.0,Rock,Ice,87.5,12.5,50,X,123,77,72,99,92,58,521,2,0,0,0,0,0,2,45,Medium Fast,1000000,Monster,NULL,30
700,Sylveon,NULL,NULL,1.0,23.5,Fairy,NULL,87.5,12.5,50,X,95,65,65,110,130,60,525,0,0,0,0,2,0,2,45,Medium Fast,1000000,Field,NULL,35
700,Sylveon,NULL,NULL,1.0,23.5,Fairy,NULL,87.5,12.5,50,X,95,65,65,110,130,60,525,0,0,0,0,2,0,2,45,Medium Fast,1000000,Field,NULL,35
701,Hawlucha,NULL,NULL,0.8,21.5,Fighting,Flying,50.0,50.0,50,X,78,92,75,74,63,118,500,0,2,0,0,0,0,2,100,Medium Fast,1000000,Flying,Human-Like,20
702,Dedenne,NULL,NULL,0.2,2.2,Electric,Fairy,50.0,50.0,50,X,67,58,57,81,67,101,431,0,0,0,0,0,2,2,180,Medium Fast,1000000,Field,Fairy,20
703,Carbink,NULL,NULL,0.3,5.7,Rock,Fairy,0.0,0.0,50,X,50,50,150,50,150,50,500,0,0,1,0,1,0,2,60,Slow,1250000,Fairy,Mineral,25
704,Goomy,NULL,NULL,0.3,2.8,Dragon,NULL,50.0,50.0,35,X,45,50,35,55,75,40,300,0,0,0,0,1,0,1,45,Slow,1250000,Dragon,NULL,40
705,Sliggoo,NULL,NULL,0.8,17.5,Dragon,NULL,50.0,50.0,35,X,68,75,53,83,113,60,452,0,0,0,0,2,0,2,45,Slow,1250000,Dragon,NULL,40
705,Sliggoo,Hisui,NULL,0.7,68.5,Steel,Dragon,50.0,50.0,35,Legends Arceus,58,75,83,83,113,40,452,0,0,0,0,2,0,2,105,Slow,1250000,Dragon,NULL,40
705,Sliggoo,Hisui,NULL,0.7,68.5,Steel,Dragon,50.0,50.0,35,Legends Arceus,58,75,83,83,113,40,452,0,0,0,0,2,0,2,105,Slow,1250000,Dragon,NULL,40
706,Goodra,NULL,NULL,2.0,150.5,Dragon,NULL,50.0,50.0,35,X,90,100,70,110,150,80,600,0,0,0,0,3,0,3,45,Slow,1250000,Dragon,NULL,40
706,Goodra,Hisui,NULL,1.7,334.1,Steel,Dragon,50.0,50.0,35,Legends Arceus,80,100,100,110,150,60,600,0,0,0,0,3,0,3,55,Slow,1250000,Dragon,NULL,40
707,Klefki,NULL,NULL,0.2,3.0,Steel,Fairy,50.0,50.0,50,X,57,80,91,80,87,75,470,0,0,1,0,0,0,1,75,Fast,800000,Mineral,NULL,20
708,Phantump,NULL,NULL,0.4,7.0,Ghost,Grass,50.0,50.0,50,X,43,70,48,50,60,38,309,0,1,0,0,0,0,1,120,Medium Fast,1000000,Grass,Amorphous,20
709,Trevenant,NULL,NULL,1.5,71.0,Ghost,Grass,50.0,50.0,50,X,85,110,76,65,82,56,474,0,2,0,0,0,0,2,60,Medium Fast,1000000,Grass,Amorphous,20
710,Pumpkaboo,NULL,NULL,0.4,5.0,Ghost,Grass,50.0,50.0,50,X,49,66,70,44,55,51,335,0,0,1,0,0,0,1,120,Medium Fast,1000000,Amorphous,NULL,20
710,Pumpkaboo,Small Size,NULL,0.3,3.5,Ghost,Grass,50.0,50.0,50,X,44,66,70,44,55,56,335,0,0,1,0,0,0,1,120,Medium Fast,1000000,Amorphous,NULL,20
710,Pumpkaboo,Large Size,NULL,0.5,7.5,Ghost,Grass,50.0,50.0,50,X,54,66,70,44,55,46,335,0,0,1,0,0,0,1,120,Medium Fast,1000000,Amorphous,NULL,20
710,Pumpkaboo,Super Size,NULL,0.8,15.0,Ghost,Grass,50.0,50.0,50,X,59,66,70,44,55,41,335,0,0,1,0,0,0,1,120,Medium Fast,1000000,Amorphous,NULL,20
711,Gourgeist,NULL,NULL,0.9,12.5,Ghost,Grass,50.0,50.0,50,X,65,90,122,58,75,84,494,0,0,2,0,0,0,2,60,Medium Fast,1000000,Amorphous,NULL,20
711,Gourgeist,Small Size,NULL,0.7,9.5,Ghost,Grass,50.0,50.0,50,X,55,85,122,58,75,99,494,0,0,2,0,0,0,2,60,Medium Fast,1000000,Amorphous,NULL,20
711,Gourgeist,Large Size,NULL,1.1,14.0,Ghost,Grass,50.0,50.0,50,X,75,95,122,58,75,69,494,0,0,2,0,0,0,2,60,Medium Fast,1000000,Amorphous,NULL,20
711,Gourgeist,Super Size,NULL,1.7,39.0,Ghost,Grass,50.0,50.0,50,X,85,100,122,58,75,54,494,0,0,2,0,0,0,2,60,Medium Fast,1000000,Amorphous,NULL,20
712,Bergmite,NULL,NULL,1.0,99.5,Ice,NULL,50.0,50.0,50,X,55,69,85,32,35,28,304,0,0,1,0,0,0,1,190,Medium Fast,1000000,Monster,Mineral,20
713,Avalugg,Hisui,NULL,1.4,262.4,Ice,Rock,50.0,50.0,50,Legends Arceus,95,127,184,34,36,38,514,0,0,2,0,0,0,2,135,Medium Fast,1000000,Monster,Mineral,20
713,Avalugg,Hisui,NULL,1.4,262.4,Ice,Rock,50.0,50.0,50,Legends Arceus,95,127,184,34,36,38,514,0,0,2,0,0,0,2,135,Medium Fast,1000000,Monster,Mineral,20
713,Avalugg,NULL,NULL,2.0,505.0,Ice,NULL,50.0,50.0,50,X,95,117,184,44,46,28,514,0,0,2,0,0,0,2,55,Medium Fast,1000000,Monster,Mineral,20
714,Noibat,NULL,NULL,0.5,8.0,Flying,Dragon,50.0,50.0,50,X,40,30,35,45,40,55,245,0,0,0,0,0,1,1,190,Medium Fast,1000000,Flying,Dragon,20
715,Noivern,NULL,NULL,1.5,85.0,Flying,Dragon,50.0,50.0,50,X,85,70,80,97,80,123,535,0,0,0,0,0,2,2,45,Medium Fast,1000000,Flying,Dragon,20
716,Xerneas,NULL,Legendary,3.0,215.0,Fairy,NULL,0.0,0.0,0,X,126,131,95,131,98,99,680,3,0,0,0,0,0,3,45,Slow,1250000,No Eggs Discovered,NULL,120
717,Yveltal,NULL,Legendary,5.8,203.0,Dark,Flying,0.0,0.0,0,X,126,131,95,131,98,99,680,3,0,0,0,0,0,3,45,Slow,1250000,No Eggs Discovered,NULL,120
718,Zygarde,NULL,Legendary,5.0,305.0,Dragon,Ground,0.0,0.0,0,X,108,100,121,81,95,95,600,3,0,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
718,Zygarde,10%,Legendary,1.2,33.5,Dragon,Ground,0.0,0.0,0,Sun,54,100,71,61,85,115,486,3,0,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
718,Zygarde,Complete,Legendary,4.5,610.0,Dragon,Ground,0.0,0.0,0,Sun,216,100,121,91,95,85,708,3,0,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
